System,Dataset,Repeat,LR_MAPE,DL_MAPE,LR_MAE,DL_MAE,LR_RMSE,DL_RMSE,LR_R2,DL_R2
batlik,frisco.csv,5,0.050195974468270114,0.03664112374594995,0.2437394033933869,0.176604432562987,0.3258239543096015,0.22620972555316676,0.8728673127367378,0.9387207061019104
batlik,frisco.csv,6,0.05061577744531603,0.035717224416317826,0.23964019723641694,0.16147522962755625,0.3170725583786476,0.2058546215261982,0.8704214791790186,0.9453818548309032
batlik,frisco.csv,7,0.052700482129750856,0.037221331709492815,0.2549319546481932,0.18035694024629065,0.3439182406946589,0.24204965352197588,0.8607046358862382,0.9310022112615832
batlik,frisco.csv,8,0.048685900287145666,0.037236245588098515,0.23964347534417088,0.1741856191224522,0.32354526144419266,0.2240882599436594,0.8706427036179926,0.937947533128835
batlik,frisco.csv,9,0.049735718380041684,0.03252406323699705,0.24313384858568574,0.1533480210105578,0.33336455289111677,0.2065248040866599,0.858899277428671,0.945845464160396
batlik,frisco.csv,10,0.05104061220822057,0.033652101404218836,0.2444484834789137,0.15699525472190645,0.32840189089569893,0.1987843447729121,0.8643893560631966,0.9503125353189725
batlik,jelly.csv,1,0.16685817873661593,0.051766344067649996,0.31700388264675233,0.15291823883023525,0.42899781778903884,0.45757678370318816,0.5854894437065259,0.5284221568984622
batlik,jelly.csv,2,0.17248538828415105,0.05269640820646483,0.33018955518101717,0.157857521681322,0.45429605550396307,0.4647235494027477,0.5831162105095578,0.563759043531456
batlik,jelly.csv,3,0.1736361776357982,0.05019391561114328,0.3243042586596903,0.1484069702608718,0.4347061686936954,0.4551382303968145,0.5701197062225667,0.5287595478066459
batlik,jelly.csv,4,0.17006407260162704,0.05905565157836342,0.3309653313582731,0.18377181206312448,0.47343333194815446,0.5420252443843248,0.5816135021288231,0.45159800463593625
batlik,jelly.csv,5,0.17049589538083587,0.0492364846476755,0.3197169415593654,0.13887109820213583,0.4292728758188931,0.4144014602469103,0.5879054638495125,0.615963489563714
batlik,jelly.csv,6,0.17282261288461165,0.030890763688932225,0.3099910986989788,0.0598683124449518,0.4076001921461707,0.11530713384264256,0.537060426521522,0.9629517327062085
batlik,jelly.csv,7,0.17408462852675274,0.05515296086059914,0.3307569893261749,0.17109043878813585,0.4516783021355753,0.5124117691747808,0.587118480869095,0.4686200303050787
batlik,jelly.csv,8,0.16320987629787045,0.05336148849917019,0.31320576837232417,0.15626803162197275,0.4290355313363567,0.4690996603570908,0.5942006414956067,0.5148734178892065
batlik,jelly.csv,9,0.16733849832134298,0.0522772317751696,0.33122999065081143,0.1557565629316701,0.46252572651170765,0.4452432254671713,0.5770284204352493,0.608046957814187
batlik,jelly.csv,10,0.16750821935383892,0.05691794976224342,0.31862033101092574,0.16771565155022677,0.43992037928676586,0.4924902751591168,0.5925535493405052,0.48935663281561625
batlik,karte.csv,1,0.15167323066401517,0.028950130914917684,1.49344274992831,0.3601910383502642,1.9130179170550137,0.4779187185656863,0.7745482039487195,0.9859290407320768
batlik,karte.csv,2,0.15107462866383406,0.03354650415380688,1.5022676386481075,0.3993604828251733,1.8929286860060937,0.5184851003460553,0.7885749534930705,0.9841379070437705
batlik,karte.csv,3,0.1509273676416172,0.02319572515131447,1.500554045151226,0.2909129143423504,1.88126260060474,0.3866319861804125,0.7889324818107407,0.9910850662342291
batlik,karte.csv,4,0.15323429140906286,0.021749626959454343,1.5002407850427073,0.2601372186342875,1.8559237589691633,0.3450533764369627,0.8011533715554877,0.9931266172036028
batlik,karte.csv,5,0.15257160145742835,0.026754620160951786,1.4910802107610186,0.32759590003225536,1.8852364924542877,0.4443644344827238,0.7870550664111274,0.988169197065518
batlik,karte.csv,6,0.14964144679168426,0.024431153914548743,1.4893199656060359,0.29673311670621233,1.8548606625472792,0.3855326479329247,0.7924554968066155,0.9910337472691579
batlik,karte.csv,7,0.14834153083895604,0.025798036795689677,1.4791656714115675,0.3060158224900564,1.837385351235369,0.3933585417757831,0.8110724881954409,0.9913409175218796
batlik,karte.csv,8,0.14914606670586356,0.03388108410889426,1.4806294923238303,0.39048248277770153,1.9341181078994907,0.48479147159970826,0.7746644538762888,0.9858429206461826
batlik,karte.csv,9,0.1479032265603167,0.023000141011961753,1.4945098978437028,0.2868818900320266,1.8760545108937783,0.3868013072833528,0.7957210896725035,0.9913162263896419
batlik,karte.csv,10,0.14702939797225964,0.025571173010531738,1.4610207255968133,0.30801051888200964,1.7824783667138933,0.40868101357658443,0.8155533171802416,0.9903040305752056
batlik,mandelbrot.csv,1,0.04779804020839064,0.0218296281683083,0.06295852141073285,0.027991199708647205,0.08551903258825509,0.034595171645536375,0.6870002839366013,0.9487788453571876
batlik,mandelbrot.csv,2,0.04771569535997366,0.02073719336769686,0.06332846966954772,0.027114789610107735,0.08552353699051496,0.036339390975177945,0.7059711734263977,0.9469147468823879
batlik,mandelbrot.csv,3,0.0459291852410626,0.021088084098158908,0.060567465625132516,0.026877232823106986,0.08224314916855899,0.034242669052032146,0.7098412106428297,0.94969959469159
batlik,mandelbrot.csv,4,0.046880078230873624,0.022092095616326055,0.061954782533501764,0.028373132844765985,0.0857868041175651,0.036492167705803366,0.7046193420191758,0.9465508996407391
batlik,mandelbrot.csv,5,0.045802496303984905,0.02119740800951284,0.06014421137056406,0.027190172076225275,0.08342950195712649,0.03544775171113468,0.7124711554105712,0.948093767549206
batlik,mandelbrot.csv,6,0.046344123473755536,0.021263060339116978,0.06044228071761795,0.027846359743012312,0.08220151572877758,0.038290595473773066,0.6909323769447231,0.9329377529145653
batlik,mandelbrot.csv,7,0.047205781322170334,0.02327316275410093,0.06256447326911463,0.029792378743489587,0.08541347986789063,0.037616114677897716,0.7144215714836257,0.9446113935066275
batlik,mandelbrot.csv,8,0.046051904126729507,0.021749553383077585,0.06068176972252421,0.02792298218442335,0.08299298307426965,0.03583808377481411,0.708907527953129,0.9457202567258608
batlik,mandelbrot.csv,9,0.046446621640869684,0.019940592594830848,0.06209302744542582,0.025866407660974387,0.08474149931038295,0.03399089545166545,0.7041942103792217,0.9524073821287959
batlik,mandelbrot.csv,10,0.044729922273496675,0.020051465639186233,0.05926231759194275,0.02599106972416241,0.08214850709348918,0.0333928944795852,0.7210931938211496,0.9539141192053573
batlik,strawberry.csv,1,0.05259378289106901,0.02553059908821114,0.09100172985751848,0.04196451673905056,0.1274277936461078,0.05491396916323364,0.8434337269783918,0.9709239399296109
batlik,strawberry.csv,2,0.056483198103714195,0.025402529821014843,0.097224175286127,0.04047191810276774,0.1356354454118506,0.05509836064004325,0.8287599919525264,0.9717423397981175
batlik,strawberry.csv,3,0.05637727819236202,0.025076451762625924,0.09559272935907541,0.03933010277648767,0.1300869380969701,0.05121236192183726,0.8284429398540968,0.9734116844616797
batlik,strawberry.csv,4,0.055547516337671014,0.02789914216945138,0.09550538034749262,0.04682050784428915,0.135364396043404,0.06251520116893057,0.8264135660717975,0.9629764424226707
batlik,strawberry.csv,5,0.053583175391706005,0.026606952421025412,0.09206260767525268,0.041103538721799865,0.12770595413220234,0.05299551538976842,0.8409498442027182,0.972610125225143
batlik,strawberry.csv,6,0.051819902646869545,0.02849249810878967,0.08689941581055162,0.04295188635587693,0.1211175254879596,0.05469431817224445,0.8425326753686577,0.9678884776122163
batlik,strawberry.csv,7,0.05718522318416852,0.02487214115609689,0.09753095638367923,0.03967482772966227,0.13369500289299405,0.05248596554745932,0.8310035826260088,0.9739544501670186
batlik,strawberry.csv,8,0.05279598607798666,0.02483493050589673,0.09150082929752658,0.03987355027761724,0.127802442646335,0.05274217050352308,0.8380688414189885,0.9724216606616416
batlik,strawberry.csv,9,0.05445006203489351,0.026972876580984864,0.0949704302885748,0.04295593288209704,0.13586870374982643,0.05664224927616144,0.8157560562861117,0.9679789669486613
batlik,strawberry.csv,10,0.05454865002158951,0.02495612774614304,0.09291936658225304,0.03963966735535199,0.12962765894681677,0.051351663661847444,0.8361111875874104,0.9742804723127533
batlik,village.csv,1,0.5573846049173476,0.053775003438663815,1.737061421221246,0.6036280091438029,2.348151806488699,2.1687511486631013,0.5643434463561261,0.6283694952583843
batlik,village.csv,2,0.5817857280900665,0.0629704983608172,1.8445476396547806,0.6291205405526691,2.5350356450645286,2.056401602422471,0.5490676267926897,0.7032715815842687
batlik,village.csv,3,0.5876680447064222,0.05157115761018115,1.8044598111613408,0.573966371226642,2.4319026248135733,2.0573720977821566,0.5396953144648529,0.6705581834784013
batlik,village.csv,4,0.5699520223576839,0.06208569161925523,1.8382207966478594,0.7167794801046451,2.562994219028045,2.3874530854612583,0.561262150873377,0.6193029240422434
batlik,village.csv,5,0.5778491476506905,0.057484520928780106,1.7858609320327592,0.6198527356816662,2.3791275170926487,2.201390874190335,0.5544187449928014,0.6185076831823311
batlik,village.csv,6,0.6106255561705733,0.05387892448659141,1.7750253791093442,0.49310680516892014,2.351007936779136,1.9274737793116277,0.4697312664478195,0.6435777664569922
batlik,village.csv,7,0.5870680181426072,0.058210286119657124,1.8749665760912189,0.6883791916651858,2.6028134772829894,2.355169430997924,0.5460944920564883,0.6283589566976686
batlik,village.csv,8,0.5556723218428241,0.057334698017075296,1.757268181234763,0.6262357464598285,2.405843581578966,2.194343885125538,0.565688670590555,0.6386935119641906
batlik,village.csv,9,0.548276085511478,0.06473858855179498,1.8067633425758771,0.7333136319534647,2.473033922665801,2.423042382240328,0.5806919067058156,0.5974729050521564
batlik,village.csv,10,0.5626141018530032,0.05868420302505749,1.7850925432066573,0.6519498530278605,2.450753698793064,2.203443335013382,0.5679285615362035,0.6507310343119962
dconvert,jpeg-large.csv,1,0.1368529656789022,0.049394483217634885,0.4305725782297009,0.2058256633884511,0.5868944004221219,0.5198014684281989,0.7842128546035043,0.83072974747191
dconvert,jpeg-large.csv,2,0.13391162105245819,0.04974450211931431,0.4120440046656733,0.19488414491791628,0.5635290925855502,0.4855952432566064,0.7929832966624698,0.8462831229547609
dconvert,jpeg-large.csv,3,0.13099638538212216,0.05042616922894946,0.4182882821968087,0.20775154003784418,0.5798086665480862,0.5159301669923549,0.7981896429809757,0.8402076844659547
dconvert,jpeg-large.csv,4,0.13230629631253726,0.04989313480065504,0.4106900432623883,0.19782577223234893,0.5585257361265562,0.4888517418720716,0.7959391228137366,0.8436752639926086
dconvert,jpeg-large.csv,5,0.13113425933524941,0.053925161944683296,0.41242702325367303,0.220448471824191,0.5698722608441333,0.5284962232339354,0.7938479860443718,0.8226969025943858
dconvert,jpeg-large.csv,6,0.13567447969377122,0.046641758962625936,0.40441547166223196,0.1729057608172481,0.5358426416208434,0.4278887559035719,0.7946322525754204,0.8690457958448023
dconvert,jpeg-large.csv,7,0.13744762868420687,0.04978102921688204,0.4265427177232931,0.19501782321412908,0.571367718051333,0.4704317958170196,0.7891004698967166,0.857032425844028
dconvert,jpeg-large.csv,8,0.13821116973791633,0.046268665754434515,0.4168236499114485,0.18662568093051224,0.5463737669322549,0.45047126236810825,0.788604266976392,0.8563020014367572
dconvert,jpeg-large.csv,9,0.13362485888152484,0.05051799432050308,0.4183716247858891,0.2043597621974127,0.5707920853329003,0.4975312023598297,0.7932737324129512,0.8429346366061489
dconvert,jpeg-large.csv,10,0.13070552329751373,0.0504879777352883,0.4036372360647896,0.20063270811848946,0.5522967737258041,0.4823606981628321,0.7996026873929503,0.8471411067514562
dconvert,jpeg-medium.csv,1,0.10353630019199307,0.030346616573433034,0.18307114052438084,0.05196998399017245,0.25002267087258734,0.07631196418639448,0.7842730561122349,0.9799030165658389
dconvert,jpeg-medium.csv,2,0.10123448011113755,0.03341271471056072,0.1754665055102553,0.05493267559664422,0.2400278430616226,0.07488739830401174,0.7920175598544442,0.9797548541466401
dconvert,jpeg-medium.csv,3,0.09954301222126681,0.028955945537875137,0.17787205235858708,0.04682740903828989,0.24692317879525758,0.06261991746189903,0.7978717684515181,0.9870004523744701
dconvert,jpeg-medium.csv,4,0.10076376693910125,0.034558394883981776,0.17572737136679326,0.055469721850061014,0.23914897145871356,0.07347386021957954,0.7943431881404132,0.9805879330880185
dconvert,jpeg-medium.csv,5,0.09885819553805435,0.03092451709744824,0.17458908085036093,0.053869536067535875,0.2431534723149658,0.0737386739566178,0.7938567493174586,0.9810417251435414
dconvert,jpeg-medium.csv,6,0.10242483352565916,0.02612967000365913,0.17265203442496996,0.043124063331073825,0.2285154114989375,0.058934716924922026,0.793250799624303,0.9862483360078431
dconvert,jpeg-medium.csv,7,0.1040399223255412,0.028614039865952564,0.1811130794365,0.046327950497341015,0.24306448208235365,0.06153698642525342,0.7893721992345964,0.9864996465838747
dconvert,jpeg-medium.csv,8,0.10464040867892037,0.02850971658999053,0.17740185794804111,0.046793407514919026,0.23316990287176756,0.059485675267743954,0.7867636699191776,0.9861215486361082
dconvert,jpeg-medium.csv,9,0.1013934744283157,0.030849182404373156,0.1777370150804102,0.05169600209442485,0.24278596590811677,0.06831330434239584,0.7940020126764558,0.983691034844446
dconvert,jpeg-medium.csv,10,0.0995970700766367,0.02822200542679185,0.17267072786321566,0.04608311733275931,0.23637527549079143,0.06081613229327266,0.7976715470043164,0.9866066117368284
dconvert,jpeg-small.csv,1,0.03532385039816553,0.03187640825426995,0.015164647636380485,0.013653852343853027,0.019406195548692756,0.017543381896007976,0.43961212143823614,0.5420326032608501
dconvert,jpeg-small.csv,2,0.03558136456308154,0.031631967225401486,0.015288559226906131,0.013657037143110345,0.019510394555083826,0.017835445991915423,0.43691263495637134,0.5294436638635976
dconvert,jpeg-small.csv,3,0.03478972552657297,0.030062327387718687,0.014992125513138221,0.013035940055837764,0.01922697328634355,0.017312122817366497,0.4464686404638367,0.5512328763164092
dconvert,jpeg-small.csv,4,0.03590997348810096,0.03050532890491935,0.015444062327352168,0.013177456552022309,0.019460837169477687,0.017386041352952283,0.42117881351713216,0.538020400632403
dconvert,jpeg-small.csv,5,0.03519054015456822,0.030770765333062656,0.015145250732713531,0.013344416587208219,0.019348634148975332,0.017638068916809375,0.4302507376729995,0.5265379042736704
dconvert,jpeg-small.csv,6,0.03456705238849759,0.029605385649293162,0.014747050580265849,0.012690329482368553,0.018816541571861443,0.016663337644190243,0.4270793596544413,0.5506974857986044
dconvert,jpeg-small.csv,7,0.03498562619871638,0.029995916523775285,0.01503142785265714,0.012930457579672424,0.019161283191180604,0.017047382538487352,0.41131037803561776,0.5340357324885299
dconvert,jpeg-small.csv,8,0.03499439806534858,0.029963656685234562,0.01502741873139652,0.012897742716416517,0.01914292498440418,0.016988456553530606,0.43358339367327803,0.553905128561478
dconvert,jpeg-small.csv,9,0.034947069563597534,0.03031410982601267,0.015000213507403607,0.013071566847170908,0.019262028805896107,0.017240214029365267,0.4464261228022953,0.5565375642887784
dconvert,jpeg-small.csv,10,0.03469932620501692,0.030576737840852724,0.014896887968067382,0.013212401529084643,0.019294709044832162,0.01769311974523417,0.43278022944253536,0.5230380596971743
dconvert,png-large.csv,1,0.09287718770529438,0.038655100849604336,0.22205502145530284,0.0933700575412583,0.2870526631778365,0.14101278775791318,0.812527713157324,0.9547591336338377
dconvert,png-large.csv,2,0.09290559925141985,0.03629977834097703,0.21764474015861124,0.09158702103007069,0.27866197797057285,0.13956825629056316,0.8187763881008914,0.9545396624322139
dconvert,png-large.csv,3,0.09081347432663356,0.03963341094995864,0.21920312365353395,0.09932866897648811,0.28486900066099086,0.14997697719433906,0.8253800441588651,0.9515991841591196
dconvert,png-large.csv,4,0.09122995253168496,0.037109444368930405,0.21647213240514088,0.09504821183706164,0.27734357395026876,0.1444026813293668,0.8210535559227249,0.9514893189017363
dconvert,png-large.csv,5,0.09048516064034452,0.03550592839687426,0.21699576919603167,0.09278103466513359,0.28442891914187907,0.15007137961941996,0.8157844601608373,0.9487168714829067
dconvert,png-large.csv,6,0.09102270981762543,0.03635757447939613,0.2098440585905735,0.08887307749175274,0.2647850939611343,0.13440613270863105,0.8237222717361807,0.9545798515134647
dconvert,png-large.csv,7,0.09400083324693526,0.0381210561087145,0.22107754318744932,0.09350871543451857,0.27880721223246674,0.14141808688631163,0.8160089052863111,0.9526632201622296
dconvert,png-large.csv,8,0.09332387396549112,0.039031825820121054,0.2178265473382062,0.0973855726962139,0.2744881696348148,0.1485972084707662,0.8171187835638447,0.9464026717669001
dconvert,png-large.csv,9,0.09029257049625591,0.03678981263317603,0.21527933034181654,0.0935091403624646,0.27887357053206435,0.14373333602679947,0.8209810468165519,0.9524446579101913
dconvert,png-large.csv,10,0.09153282308353604,0.040077530061915834,0.2160330697369084,0.09966826641953246,0.27743406650318053,0.1463133111495949,0.8229051177115579,0.950744570169214
dconvert,png-medium.csv,1,0.03529681345930889,0.02846682329926237,0.023009749424390755,0.01819998065493505,0.029106910762323503,0.02356024821315766,0.8761005408253569,0.9188222696040854
dconvert,png-medium.csv,2,0.035237649597766166,0.03388249781939604,0.022897395169512728,0.021321654936666844,0.02904191559501654,0.02744544629369267,0.8769288825231428,0.8900877190155554
dconvert,png-medium.csv,3,0.036114154198820976,0.030033804655248568,0.023646282460921292,0.019267180243285786,0.02979191265482276,0.024504349568131106,0.8761612608652322,0.9162188903496369
dconvert,png-medium.csv,4,0.035746875456223855,0.02968849209430634,0.023257630957693665,0.019025721045889368,0.02910962828493668,0.02432571819151397,0.8734730902386999,0.9116430076691443
dconvert,png-medium.csv,5,0.03633995692391907,0.029661627389260547,0.023646331051861563,0.019002932392945718,0.02980528655140825,0.024364907440649255,0.8700093811398414,0.9131329766235129
dconvert,png-medium.csv,6,0.03546384999646878,0.029341142228617865,0.022729325481969622,0.018535880172940056,0.028567012375211063,0.023590041429014733,0.8718870450980485,0.9126383536978272
dconvert,png-medium.csv,7,0.03623306520782131,0.03243576171023493,0.023574223451411868,0.021063181043787505,0.029597506062806887,0.026656324861823354,0.8685342485543215,0.8933642232377224
dconvert,png-medium.csv,8,0.035251398889631906,0.028166271039438598,0.02290076631925605,0.018227048010706254,0.02873689970058174,0.023713924962575503,0.8716584494566955,0.9126034397318726
dconvert,png-medium.csv,9,0.03558427056626877,0.032038326789574884,0.02321280927441789,0.020702855185136936,0.029430691647674197,0.0264596777621365,0.8711492030105334,0.8958509593669657
dconvert,png-medium.csv,10,0.03533934261502302,0.03160579791307172,0.022991314152659224,0.020576231230533197,0.028991855817930262,0.026175123822731294,0.8755927508513042,0.8985922505512546
